"Year","Country","CostOfLiving","Rent","LocalPurchasingPower","GrossRentalYieldCityCentre","GrossRentalYieldOutsideOfCentre","MortgageAsAPercentageOfIncome","Crime","HealthCare","Pollution","Traffic","Time","CO2Emission","Continent"
2015,"Argentina",67.12,18.26,59.38,3.63,3.75,231.65,62.4,75.18,55.88,175.34,41.39,5765.56,"South America"
2015,"Spain",65.7,21.53,76.71,3.95,4.48,66.42,33.85,73.21,46.3,106.47,28.91,3309.73,"Europe"
2015,"Slovenia",65.15,17.27,64.16,3.62,3.78,79.56,28.71,53.93,31.45,74.57,18.82,2094.36,"Europe"
2015,"Russia",61.91,28.73,38.86,6.87,6.46,209.95,51.33,51.8,72.77,198.51,47.08,4885.94,"Europe"
2015,"Jordan",61.38,15.27,38.67,6.92,7.39,87.47,45.51,69.71,85.64,232.05,51.4,6374.2,"Asia"
2015,"Estonia",61.2,16.17,51.44,4.21,4.35,78.12,28.13,73.08,15.53,69.25,22.44,1385.56,"Europe"
2015,"Nigeria",59.4,22.37,40.23,10.74,3.43,205.19,76.6,38.4,76.29,241.71,58.67,2328.67,"Africa"
2015,"Croatia",58.92,11.8,50.47,3.08,3.42,109.97,29.34,57.26,32.76,102.35,30.5,2481.27,"Europe"
2015,"Portugal",58.22,18.29,58.22,5.68,6.42,61.94,35.84,65.62,32.61,99.79,28.2,2997.85,"Europe"
2015,"Taiwan",57.06,17.23,69.9,1.4,1.8,152.28,21.88,84.29,67.65,106.28,28.25,3709,"Asia"
2015,"Cambodia",57.05,14.82,11.93,10.78,7.85,232.05,44.06,54.17,80.06,150.01,33.33,7453.33,"Asia"
2015,"Bahrain",56.17,37.39,59.69,9.32,10.82,69.39,39.97,84.44,87.36,116.25,27,5426.4,"Asia"
2015,"Dominican Republic",55.95,12.34,28.2,6,7.8,171.89,67.72,78.7,65.32,127.02,27.5,7315,"North America"
2015,"Latvia",55.94,13.01,44.39,3.85,4.63,83.51,37.22,67.13,43.43,90.11,24,2913.6,"Europe"
2015,"Brazil",55.33,18.53,41.16,4.23,4.32,200.64,68.95,52.15,58.03,199.4,46.34,5321.17,"South America"
2015,"Panama",55.16,31.22,43.34,11.56,6.98,88.77,50.08,82.14,50.91,130.46,28.12,7216.25,"North America"
2015,"Kazakhstan",54.27,19.41,43.48,5.86,5.55,186.69,46.68,58.86,73.69,146.9,41.8,2534.4,"Asia"
2015,"Chile",53.21,17.12,55.11,4.4,5.34,87.73,45.01,58.55,72.4,149.19,40.83,2982.17,"South America"
2015,"Lithuania",52.76,13.59,46.86,4.12,4.1,87.49,36.69,70.11,29.6,105.38,31.33,2380.56,"Europe"
2015,"Slovakia",51.6,17.42,56.05,6.23,6.64,61.09,33.34,57.34,47.94,98.37,30.4,2082,"Europe"
2015,"Saudi Arabia",50.35,15.22,126.19,7.2,6.85,23.55,34.57,59.02,71.02,113.05,26.14,5107.29,"Asia"
2015,"Belarus",50.2,17.64,35.82,5.46,5.23,545.46,30.5,45.39,45.12,113.05,30.57,3805.14,"Europe"
2015,"Kenya",50.01,17.11,28.74,8.34,4.12,287.29,72.61,62.7,62.2,317.24,65.2,7123.6,"Africa"
2015,"Turkey",49.55,11.5,53.63,5.93,7.11,86.84,36.4,74,74.31,194.22,46.32,4825.94,"Asia"
2015,"Hungary",48.9,9.52,46.85,4.66,5.1,84.03,41.76,51.58,46.25,92.87,30.12,1771.46,"Europe"
2015,"China",48.89,22.42,48.64,2.78,3,230.62,41.75,58.74,89.36,150.98,37.48,4826.16,"Asia"
2015,"Czech Republic",48.5,16.61,68.07,3.97,4.75,71.37,32.89,67.24,42.87,91.65,31.47,1477.27,"Europe"
2015,"Thailand",46.52,16.72,38.75,3.93,3.22,179.53,37.06,82.47,72.81,200.79,42.36,8862.14,"Asia"
2015,"Malaysia",45.97,13.41,73.54,4.6,4.24,64.84,69.97,69.14,64.73,181.23,39.4,7978.29,"Asia"
2015,"South Africa",45.58,16.95,101.78,10.2,9.4,33.59,78.44,60.09,65.19,208.39,42.98,10002.42,"Africa"
2015,"Ecuador",45.57,14.01,28,7.02,6.42,167.68,54.04,63.08,53.2,194.39,45.67,5698.33,"South America"
2015,"Poland",45.11,15.13,63.49,4.42,4.64,83.11,32.99,58.03,50.55,118.16,34.67,2579.75,"Europe"
2015,"Iran",44.53,17.77,30.65,5.05,5.53,468.12,50.9,50.12,82.28,214.14,47.44,6974.74,"Asia"
2015,"Bulgaria",43.57,9.49,39.88,5.54,6,92.96,43.45,58.47,63.96,109.48,33.43,2046.7,"Europe"
2015,"Serbia",43.29,8.47,39.15,2.81,3.15,155.29,43.43,54.12,56.6,99.85,27.79,3008.97,"Europe"
2015,"Romania",42.39,10.01,40.62,4.8,4.84,108.96,29.72,46.57,50.55,108.25,30.69,3016.61,"Europe"
2015,"Bosnia And Herzegovina",42.3,7.31,44.74,3.16,3.1,123.72,45.82,52.08,58.54,67.19,21.9,1197,"Europe"
2015,"Vietnam",41.86,14.86,21.32,5.17,7.64,285.6,52.29,34.26,84.34,141.69,36.4,4384.8,"Asia"
2015,"Sri Lanka",41.66,10.74,28.24,7.89,3.7,226.12,49.96,74.29,65.72,126.82,30.83,5431.67,"Asia"
2015,"Ukraine",41.29,12.68,27.87,5.96,5.88,349.26,49.36,44.27,69.85,157.51,40.04,4058.61,"Europe"
2015,"Mexico",41.26,11.71,59.51,7.42,6.17,77.27,53.84,67.79,68.83,158.59,36.89,6169.37,"North America"
2015,"Armenia",40.68,9.65,27.74,6.55,5.33,197.43,29.14,48.33,73.03,88.83,26.09,2490.55,"Asia"
2015,"Bolivia",40.02,10.84,41.1,6.15,5.41,94.54,65.6,49.75,94.05,243.93,55,5033.33,"South America"
2015,"Philippines",40,7.53,35.41,3.1,2.65,198.55,43.11,71.66,74.17,202.31,45.5,6565.46,"Asia"
2015,"Georgia",39.56,11.94,26.21,6.78,6.6,208.57,22.01,62.59,58.79,128.99,38,2182,"Asia"
2015,"Indonesia",39.35,13.85,26.01,6.24,5.74,217.37,47.22,66.09,74.41,186.26,41.63,6849.71,"Asia"
2015,"Bangladesh",39.22,5.85,33.43,3.74,4.29,194.01,64.25,43.25,93.59,280.43,58,7772.86,"Asia"
2015,"Colombia",38.92,12.91,36.08,6.07,5.51,188.58,56.88,68.92,61.41,162.94,44.55,2304.09,"South America"
2015,"Macedonia",37.41,7.02,35.48,3.46,3.51,148.07,36.06,35.12,82.31,122.58,33.17,3236.33,"Europe"
2015,"Egypt",37.22,9.01,25.84,7.49,7.94,132.27,60.14,54.69,96.62,293.39,56.85,11796.2,"Africa"
2015,"Moldova",34.72,7.69,23.7,5.18,5.68,267.28,49.7,52.69,57.24,106.98,24.6,4666,"Europe"
2015,"Pakistan",30.71,4.81,33.21,3.03,3.54,218.22,61.16,51.16,83.73,112.61,25.14,5383.57,"Asia"
2015,"India",26.27,6.78,65.79,3.3,3.91,124.36,46.55,66.86,77.72,195.53,45.24,5760.83,"Asia"
2016,"Switzerland",123.1,55.14,178.74,3.06,3.28,51.22,25.73,68.88,23.02,90.3,28.73,1816.89,"Europe"
2016,"Norway",99.8,37.04,125.75,4.51,4.78,49.5,30.11,74.23,18.21,101.37,29.48,2585.39,"Europe"
2016,"Denmark",84.88,30.83,142.14,4.74,5.3,39.23,25.67,81.89,29.93,83.8,25.64,1904.36,"Europe"
2016,"Singapore",83.67,73.88,110.5,2.74,3.19,144.38,15.81,69.06,38.83,165.24,43.43,3121.53,"Asia"
2016,"Hong Kong",81.48,82.57,102.32,1.95,2.14,239.94,20.85,74.3,67.17,172.98,46.4,2386.4,"Asia"
2016,"Japan",81.25,29.75,117.55,1.57,1.99,119.57,19.34,80.42,34.04,177.3,48.35,1823.19,"Asia"
2016,"United Kingdom",81.03,36.29,120,4.42,4.53,65.52,43.13,74.03,35.02,132.1,35.53,3407.72,"Europe"
2016,"Australia",78.45,40.95,147.25,4.37,4.52,66.25,43.12,73.71,22.88,137.23,34.65,4638.92,"Oceania"
2016,"New Zealand",78.17,29.71,115.47,5.74,6.45,51.47,36.37,72.6,19.04,119.83,31.1,3997.9,"Oceania"
2016,"Ireland",78.03,37.87,125.66,4.5,5.49,62.4,48.39,50.38,30.85,115.79,32.31,3106.41,"Europe"
2016,"Israel",75.75,26.78,115.54,3.29,3.51,67.46,30.63,76.07,61.46,153.78,37.76,5061.1,"Asia"
2016,"Sweden",75.7,25.21,128.22,2.55,3.12,69.76,43.12,74.33,18.3,102.19,32.05,1979.41,"Europe"
2016,"Belgium",75.44,31.42,106.69,6.78,6.34,43.16,45.19,78.06,56.61,141.86,36.19,4198.47,"Europe"
2016,"France",75.3,26.22,118.51,2.64,3.19,78.5,44.06,82.25,46.31,108.63,31.98,2695.81,"Europe"
2016,"Finland",75.25,26.98,132.93,3.72,4.54,46.48,28.12,74.36,17.84,103.33,32.89,1825.08,"Europe"
2016,"United States",74.08,38.39,139.17,11.04,12.51,24.74,48.87,67.76,34.94,145.2,33.35,6378.52,"North America"
2016,"South Korea",73.18,34.41,120.64,2.19,3.43,110.65,14.31,78.97,49.65,93.18,30.93,1653.82,"Asia"
2016,"Netherlands",72.12,31.76,129.34,6.26,6.64,41,31.47,70.43,32.79,142.2,35.51,4282.85,"Europe"
2016,"Italy",68.77,21.49,105.67,3.07,4.01,73.09,46.22,67.76,56.56,143.28,36.49,4327.28,"Europe"
2016,"Austria",66.59,26.15,120.46,3.63,3.98,60.17,24.06,77.78,30.77,69.36,26.79,913.64,"Europe"
2016,"United Arab Emirates",66.09,68.25,136.43,10.63,10.98,40.91,23.08,58.2,59.54,152.21,33.69,7209.78,"Asia"
2016,"Germany",65.54,24.01,147.61,3.82,4.07,45.62,32.95,75.85,29.91,87.46,29.07,1574.73,"Europe"
2016,"Canada",64.82,26.83,134.81,5.43,6,40.86,39.2,68.62,29.48,153.64,37.79,4833.32,"North America"
2016,"Argentina",64.09,18.07,74.92,3.61,3.83,269.12,63.28,73.73,58.46,176.66,42.36,5323.92,"South America"
2016,"Spain",56.11,18.86,105.31,4.49,5.12,54.56,31.77,75.89,46.58,115.8,30.52,3817.16,"Europe"
2016,"Greece",54.4,9.51,79.27,4.09,3.91,53.6,38.46,59.17,47.22,108.84,29.09,3597.42,"Europe"
2016,"Slovenia",52.19,14.71,89.76,3.86,4.05,71.21,26.27,58.47,28.2,101.91,25,3560.52,"Europe"
2016,"Portugal",49.83,15.28,75.47,5.67,5.91,61.04,35.13,69.03,31.85,113.36,30.56,3625.95,"Europe"
2016,"Croatia",48.2,9.71,67.89,3.13,3.54,101.79,29.51,59.96,30.42,105.59,30.03,2971.58,"Europe"
2016,"China",48.1,23.24,77.42,2.53,2.64,210.65,32.08,61.2,85.54,181.08,44.09,4619.63,"Asia"
2016,"Saudi Arabia",47.6,13.78,167.86,7.02,8.17,20.47,25.2,65.09,72.2,171.32,38.7,6870.13,"Asia"
2016,"Lithuania",45.56,12.45,61.25,4.24,4.43,84.11,43.15,67.38,30.94,106.53,30.24,2929.68,"Europe"
2016,"Turkey",45.07,10.45,64.12,5.36,6.33,106.92,39.43,73.03,65.75,208.02,48.05,5437.5,"Asia"
2016,"Chile",43.88,13.12,78.4,4.33,5.08,78.76,42,61.05,67.21,114.5,33.81,2615.05,"South America"
2016,"Czech Republic",41.8,14.45,89.88,4.21,4.7,65.26,32.06,72.35,42.49,100.93,32.48,1812.41,"Europe"
2016,"Hungary",41.29,10.54,56.3,5.44,6.14,86.78,41.93,52.07,46.7,105.9,31.78,2402.84,"Europe"
2016,"Iran",41.12,16.38,47.73,5.77,6.88,356.11,52.37,49.83,84.21,221.57,48.15,7506.88,"Asia"
2016,"Thailand",40.02,15.18,40.06,4.34,3.59,214.23,42.56,80.8,71.51,206.01,43.09,8942.12,"Asia"
2016,"Brazil",38.88,12.3,48.69,4.24,4.16,239.44,71.23,51.09,61.18,197.86,46.12,5331.7,"South America"
2016,"Poland",38.53,13.54,80.77,4.43,4.99,81.5,31.41,60.01,49.87,122.76,34.51,3050.26,"Europe"
2016,"Russia",38.48,17.13,57.42,6.69,6.41,192.89,47.31,54.15,64.49,209.12,49.13,4823.24,"Europe"
2016,"Malaysia",37.47,11.06,96.34,4.09,4.07,69.86,68.55,66.45,67.53,175.9,39.77,6865.02,"Asia"
2016,"Egypt",36.71,9.63,40.3,7.04,8.21,131.17,56.53,46.58,96.05,249.5,50.85,9626.05,"Africa"
2016,"Bulgaria",36.36,8.45,59.19,5.5,5.87,79.85,41.42,50.93,60.35,93.44,28.66,2153.45,"Europe"
2016,"Indonesia",36.33,9.86,35.51,4.52,4.89,225.53,46.97,62.56,75.14,182.92,41.4,6600.96,"Asia"
2016,"Mexico",35.01,9.88,76.51,7.37,6.48,77.18,50.8,68.13,64.64,162.01,37.06,6619.35,"North America"
2016,"Romania",34.8,8.63,61.9,4.89,4.73,87.75,29.72,51.43,50.5,115.29,33.29,2717.93,"Europe"
2016,"South Africa",34.75,13.18,126.1,9.68,10.2,37.17,78.43,59.58,63.29,207.99,43.18,9589.1,"Africa"
2016,"Philippines",34.73,6.72,42.86,3.01,3.07,193.09,37.61,72.25,73.12,207.82,45.97,6945.29,"Asia"
2016,"Bosnia And Herzegovina",34.59,5.83,60.64,3.46,3.3,105.89,42.46,60.52,57.95,82.17,23.41,2226.97,"Europe"
2016,"Serbia",33.56,6.69,49.62,3.1,3.37,148.39,43.28,55.88,55.14,93.22,28.37,2224.54,"Europe"
2016,"Macedonia",31.05,5.92,46.74,3.52,3.42,138.64,38.02,59.99,85.29,154.07,40.68,3300.95,"Europe"
2016,"Colombia",29.25,9.46,45.99,5.17,5.11,218.35,48.51,73.22,64.44,167.79,44.24,2997.58,"South America"
2016,"Ukraine",28.56,9.47,29.66,4.86,5.09,611.79,48.62,49.69,67.84,152.91,39.95,3630.75,"Europe"
2016,"Pakistan",26.69,4.68,43.34,3.36,3.21,218.77,56.63,61.27,76.64,155.34,36.85,5853.46,"Asia"
2016,"India",24.14,6.37,89.65,3,3.78,127.94,46.59,66.47,77.02,201.08,45.98,5948.79,"Asia"
2017,"Switzerland",122.06,56.57,95.35,3.01,3.15,81.89,22.45,71.04,20.77,84.87,28.3,1521.57,"Europe"
2017,"Norway",106.31,39.88,105.58,4.18,4.51,50.95,45.69,74.19,19.45,110.98,31.32,2941.93,"Europe"
2017,"Japan",85.28,27.56,102.52,2.21,2.75,72.76,20.89,78.63,41.01,164.04,46.81,1440.15,"Asia"
2017,"Italy",83.7,21.49,71.83,2.69,3.56,82.64,44.66,66.31,51.57,141.97,36.38,4228.66,"Europe"
2017,"Denmark",83.02,35.02,98.76,4.71,4.82,52.39,21.13,75.45,25.97,83.64,28.42,1413.53,"Europe"
2017,"Singapore",82.41,70.22,92.7,2.75,3.65,134.33,16.58,69.87,37.04,159.72,43.39,2554.54,"Asia"
2017,"New Zealand",80.77,33.8,89.87,4.99,5.92,63.92,38.78,70.58,20.03,115.62,30.23,3910.41,"Oceania"
2017,"Australia",80.66,42.54,101.94,4.9,5.05,70.87,42.42,74.25,24.58,145.16,34.73,5579.23,"Oceania"
2017,"Hong Kong",79.96,84.08,81.45,2.25,2.23,224.85,20.68,67.99,69.9,146.09,42.22,1813.17,"Asia"
2017,"Israel",77.74,28.44,94.47,3.45,3.54,71.94,29.01,74.78,61.71,147.44,36.52,4932.17,"Asia"
2017,"Ireland",76.98,40.64,103.52,6.02,6.91,50.79,45.77,53.33,27.18,129.79,35.01,3455.95,"Europe"
2017,"Sweden",75.88,26.86,107.23,2.52,3.22,71.27,46.65,70.64,17.87,102.03,31.6,2131.23,"Europe"
2017,"United States",75.42,40.3,123.17,11.23,12.24,23.53,48.76,68.22,31.19,156.01,34.58,7216.77,"North America"
2017,"South Korea",75.41,22.02,102.38,2.04,2.51,85.47,25.27,83.2,52.73,105.46,34.18,1615.62,"Asia"
2017,"Belgium",75.36,29.64,91.02,5.82,5.92,44.69,44.51,78.92,48.92,139.61,36.26,3914.33,"Europe"
2017,"France",74.89,24.83,87.29,3,3.67,73.86,43.66,78.62,40.15,129.97,35.81,3216.04,"Europe"
2017,"Finland",73.06,26.95,114.97,3.74,4.6,44.51,24.63,74.85,13.38,111.43,34.92,1821.53,"Europe"
2017,"Netherlands",72.47,32.45,86.52,5.38,5.93,56.24,29.89,82.5,27.62,127.73,33.9,3430.52,"Europe"
2017,"Austria",71.52,25.86,95.66,3.63,3.78,59.08,19.25,80.91,21.9,76.94,26.27,1289.32,"Europe"
2017,"Canada",70.16,29.84,108.01,5.47,6.16,42.14,39.25,69.23,26.54,149.56,36.24,5236.82,"North America"
2017,"United Kingdom",69.49,30.98,96.85,4.16,4.4,69.1,41.19,74.28,34.88,130.7,34.6,3705.96,"Europe"
2017,"Qatar",69.2,66.81,111.28,9.49,9.19,47.11,15.7,66.14,73.29,151.56,32.97,7993.14,"Asia"
2017,"United Arab Emirates",67.98,68.84,116.77,9.7,10.65,42.07,20.66,60.49,58.52,161.77,35.05,7895.27,"Asia"
2017,"Germany",65.5,25.35,124.88,3.75,4.09,45.91,32.03,76.74,27.05,95.92,30.55,1882.46,"Europe"
2017,"Lebanon",61.65,30.89,53.61,5.36,6.27,126.66,49.16,64.28,85.11,162.78,36.15,7554.4,"Asia"
2017,"Taiwan",61.38,14.8,118.57,1.54,1.71,78.76,17.24,81.14,62.91,127.32,32.69,4119.38,"Asia"
2017,"Jordan",59.22,12.51,42.27,6.48,7.23,76.63,43.14,71.92,85.73,221.35,47.76,7649.24,"Asia"
2017,"Greece",55.87,10.2,58.24,4.14,4.2,62.48,40.32,53.92,52.05,120.69,31.6,4017.28,"Europe"
2017,"Spain",54.98,18.83,87.87,4.38,5.23,52.02,31.28,76.65,37.46,121.21,32.63,3554.31,"Europe"
2017,"Cyprus",54.07,12.28,95.92,4.9,5.14,39.85,32.46,54.23,54.77,85.34,20.32,2873.86,"Asia"
2017,"Slovenia",53.24,14.06,78.23,4.2,4.21,60.26,24.05,64.35,26.37,102.04,26.48,3370.73,"Europe"
2017,"Brazil",53.07,15.52,42.38,4.01,4.02,224.6,70.62,51.7,61.17,202.55,46.39,5792.16,"South America"
2017,"Argentina",52.57,13.92,58.4,3.77,3.9,333.23,62.63,73.3,53.33,151.95,37.95,4722.3,"South America"
2017,"Chile",50.09,15.43,61.28,4.42,5.06,83.59,47.5,60.97,67.67,123.57,35.7,2678.27,"South America"
2017,"Estonia",49.5,13.98,68.48,4.11,3.95,68.75,23,71.3,17.71,81.51,26.71,1644.57,"Europe"
2017,"Portugal",49.19,16.77,62.72,5.95,6.08,60.87,35.39,70.31,28.91,114.4,30.44,3834.55,"Europe"
2017,"Saudi Arabia",48.37,14.36,138.05,7.29,8.01,21.07,23.65,60.41,74.18,156.57,36.31,6298.43,"Asia"
2017,"Croatia",48,10.09,60.71,3.31,3.69,89.21,27.8,65.49,33.34,102.55,28.45,3201.08,"Europe"
2017,"Lithuania",46.73,13.25,51.67,3.9,4.14,89.18,40.03,68.74,34.27,99.32,28,2952.67,"Europe"
2017,"Slovakia",44.9,16.49,64.75,5.62,5.57,61.59,30.18,62.63,43.51,141.34,36.03,3774.06,"Europe"
2017,"China",44.76,18.67,67.84,2.23,2.74,189.71,33.9,62.25,88.96,177.45,43.87,4276,"Asia"
2017,"Thailand",43.71,14.94,34.28,3.8,3.54,212.03,49.78,80.66,73.23,204.83,43.56,8438.25,"Asia"
2017,"South Africa",43.12,16.33,98.96,9.51,10.41,41.97,75.72,61.72,63.56,208.19,42.98,9777.29,"Africa"
2017,"Hungary",42.77,12.67,47.52,5.43,5.97,97.32,38.39,53.46,43.99,113.19,33.09,2645.53,"Europe"
2017,"Russia",42.01,17.58,48.27,5.75,6.31,193.91,46.05,56.4,63.04,203.27,48.57,4452.81,"Europe"
2017,"Czech Republic",41.22,14.83,76.22,4.17,4.61,65.37,30.18,74.09,41.04,102.5,31.98,2145.96,"Europe"
2017,"Indonesia",41.11,11.66,27.61,4.67,4.94,247.68,49.68,64.8,76.41,226.48,49.44,6927.33,"Asia"
2017,"Malaysia",40.24,11.19,73.34,4.07,4.05,72.87,64.75,65.99,67.08,175.17,39.4,7071.8,"Asia"
2017,"Vietnam",40.11,15.49,24.77,4.52,7.03,285.55,52.96,47.87,88.1,119.5,33,3316.8,"Asia"
2017,"Turkey",38.6,10.56,55.64,5.43,6.28,121.45,41.09,71.68,70.46,207.36,47.58,5647.06,"Asia"
2017,"Iran",38.26,17.05,43.18,6.1,8.12,275.34,50.9,51.55,82.51,234.34,49.7,8200.3,"Asia"
2017,"Poland",38.15,13.93,71.75,4.66,5.25,73.08,31.53,61.46,50.33,120.26,34.55,2789.19,"Europe"
2017,"Bulgaria",36.49,8.91,51.4,5.36,5.68,77.24,40.18,54.03,63.12,94.9,27.92,2531.84,"Europe"
2017,"Romania",35.63,9.59,53.44,4.89,4.76,83.3,27.95,53.11,50.9,108.9,31.97,2629.54,"Europe"
2017,"Bosnia And Herzegovina",35.05,6.22,51.29,3.41,3.31,104.89,40.97,61.49,60.69,89.73,26.63,2480.63,"Europe"
2017,"Philippines",34.71,7.32,36,3.75,3.54,162.87,39.77,69.16,70.25,202.16,45.14,6745.11,"Asia"
2017,"Colombia",34.45,10.69,37.63,4.25,4.3,283.62,51.69,65.79,63.9,168.47,43.77,3188.57,"South America"
2017,"Belarus",33.84,12.21,36.43,5.31,4.82,587.51,22.26,53.76,39.64,108,27.66,4238.55,"Europe"
2017,"Serbia",33.79,7.25,40.8,3.14,3.33,142.63,38.62,53.86,55.29,101.94,29.93,2539.98,"Europe"
2017,"Sri Lanka",33.47,8.74,30.28,4.91,4.47,238.64,34.57,80.04,61.9,197.2,47.19,4501.05,"Asia"
2017,"Macedonia",30.93,6.02,39.85,3.71,3.57,132.83,38.66,63.46,83.38,121.04,33.79,3034.07,"Europe"
2017,"Mexico",29.81,8.37,60.08,6.85,6.31,86.58,50.32,70.11,66.74,186.7,41.66,7026.7,"North America"
2017,"Pakistan",27.18,5.03,39.95,4.08,3.81,156.97,54.38,59.05,80.08,156.46,38.69,4796.44,"Asia"
2017,"Ukraine",26.22,9.36,26.93,5.3,6.01,512.06,51.27,49.81,67.26,147.81,39.16,3523.36,"Europe"
2017,"India",25.08,6.77,76.73,3.08,3.81,123.44,43.96,69.18,76.53,204.69,46.38,6124.35,"Asia"
2017,"Egypt",22.36,5.03,29.39,7.18,7.74,138.09,52.86,43.73,88.88,235.07,48.84,8935.25,"Africa"
2018,"Switzerland",131.39,53.84,126.15,2.65,3,62.84,21.76,71.73,23.01,90.82,29.28,1783.7,"Europe"
2018,"Norway",113.7,40.85,107.95,3.64,4.09,55.55,43.33,74.66,20.22,106.5,31.04,2598.95,"Europe"
2018,"Denmark",93.3,36.62,117.53,4.18,4.79,44.67,22.02,77.07,23.6,83.56,28.53,1405.53,"Europe"
2018,"Singapore",91.4,71.89,95.89,2.67,3.17,138.59,16.23,69.61,33.94,177.62,45.99,3003.1,"Asia"
2018,"Japan",86.58,25.6,107.35,2.03,2.56,71,13.1,81.72,41.66,149.87,44.48,1283.13,"Asia"
2018,"Israel",86.53,35.57,102.3,2.63,3.05,94.37,36.9,74.05,60.27,152.71,36.73,5480.93,"Asia"
2018,"Ireland",85.45,47.16,96.1,6.17,7.49,54.8,43.82,53.02,28.66,146.88,37.47,4172.03,"Europe"
2018,"Australia",84.3,41.85,122.98,4.97,5.15,56.1,42.55,76.21,24.76,150.98,36.32,5426.12,"Oceania"
2018,"France",83.86,28.62,101.21,3.2,3.66,60.78,45.29,78.03,40.41,124.48,35.03,2966.06,"Europe"
2018,"Sweden",83.7,28.01,113.01,2.61,3.37,63.02,49.26,70.42,19.1,99.34,30.68,2167.73,"Europe"
2018,"New Zealand",83.41,33.79,98.61,4.83,4.93,64.31,39.15,71.95,21.77,139.76,34.48,4841.53,"Oceania"
2018,"Belgium",83.35,28.05,98.91,4.93,4.92,44.91,42.17,80.43,48.92,129.06,34.63,3526.16,"Europe"
2018,"South Korea",82.94,23.39,109.36,1.79,1.86,98.21,35.83,83.4,52.87,124.42,37.24,1998.66,"Asia"
2018,"Netherlands",82.69,36.21,109.48,5.31,6.15,43.09,28.94,81.08,27.16,120.03,32.73,3148.05,"Europe"
2018,"Finland",81.7,29.72,119.42,3.75,4.56,43.31,23.7,75.4,12.07,103.9,33.23,1772.02,"Europe"
2018,"Austria",81.47,29.28,98.69,3.6,3.87,58.7,20.41,78.8,22.87,78.9,27.02,1367.1,"Europe"
2018,"Italy",79.06,23.14,81.07,3.54,4.28,63.15,44.53,68.01,53.11,143.38,37.01,4036.35,"Europe"
2018,"Hong Kong",78.72,79.54,82.86,1.95,1.91,257.22,20.9,63.81,69.35,141.7,41.26,1860.88,"Asia"
2018,"United Kingdom",75.85,33.4,108.54,3.88,4.61,63.26,41.2,74.19,37.71,136.12,35.75,3785.45,"Europe"
2018,"Germany",74.35,29.06,125.01,3.57,3.9,48.33,36.65,75.44,27.32,102.94,31.25,2226.93,"Europe"
2018,"United States",72.95,38.52,127.62,10.75,11.8,24.1,49.58,68.38,31.7,157.67,34.74,7330.96,"North America"
2018,"Canada",72.48,30.82,118.92,5.35,6.01,40.41,39.28,70.58,27.7,148.73,36.07,5232.68,"North America"
2018,"United Arab Emirates",67.21,60.72,124.78,10.26,10.6,35.87,18.75,63.48,55.78,175.42,37.49,8207.54,"Asia"
2018,"Taiwan",65.42,15.06,106.38,1.44,1.77,87.29,20.74,82,63.25,125.04,33.15,3669.49,"Asia"
2018,"Greece",63.15,11.82,53.8,4,4.35,70.7,39.07,54.18,52.85,120.24,32.16,3744.31,"Europe"
2018,"Spain",61.75,22.23,90.67,4.68,5.57,49.83,36.74,77.49,38.11,116.12,31.42,3522.38,"Europe"
2018,"Slovenia",59.65,15.5,80.33,4.15,4.09,59.03,24.71,64.69,26.25,106.96,27.78,3644.04,"Europe"
2018,"Estonia",57.65,15.81,74.82,4.15,4.42,58.1,20.83,71.35,17.17,110.35,32.73,2183.08,"Europe"
2018,"Portugal",55.86,20.39,61.97,5.53,6.36,65.58,34.54,69.5,30.53,113.19,30.28,3710.31,"Europe"
2018,"Chile",55.24,16.61,54.53,4.37,4.33,101.35,46.48,61.9,66.79,128.14,35.07,3432.3,"South America"
2018,"Croatia",55.06,12.02,59.77,3.59,3.73,90.62,27,63.83,32.73,104.59,29.55,3098,"Europe"
2018,"Argentina",53.74,13.84,60.15,4.2,4.2,286.2,61.79,71.31,53.64,168.54,41.55,4656.99,"South America"
2018,"Lithuania",53.24,15.21,57.29,3.97,4.22,79.1,37.59,66.81,33.14,100.99,28.69,2852.43,"Europe"
2018,"Brazil",51.33,13.89,41.56,4.06,4.17,215.96,70.55,52.65,59.48,195.8,45.27,5710.44,"South America"
2018,"Slovakia",50.41,18.86,67.29,5.51,5.76,59.58,30.15,64.42,40.67,119.17,32.17,3153.51,"Europe"
2018,"Czech Republic",50.09,19.07,76.35,3.74,4.08,77.39,28.81,75.36,41.02,95.53,30.3,2061.49,"Europe"
2018,"Thailand",48.91,17.1,38.59,3.76,3.62,195.53,47.25,80.87,72.86,177.35,39.21,7360.11,"Asia"
2018,"Hungary",48.6,15.37,50.62,4.49,5.34,112.96,36.51,51.09,46.57,116.53,34.12,2599.43,"Europe"
2018,"South Africa",48.05,17.91,99.83,10.17,10.34,41.8,75.71,62.96,62.15,211.66,43.26,10021.52,"Africa"
2018,"Saudi Arabia",47.86,13.5,131.46,7.8,8.34,19.88,36.69,60.19,71.72,148.11,34.01,6531.92,"Asia"
2018,"Poland",45.2,16.63,74.42,4.91,5.28,69.57,36.23,62.08,51.12,117.93,33.6,2931.68,"Europe"
2018,"Malaysia",44.73,11.52,72.98,3.75,4.18,73.37,63.05,65.64,66.52,166.47,37.6,6960.85,"Asia"
